"","county_name","party","year","candidate","candidatevotes","totalvotes","percent"
"1","ABBEVILLE","REPUBLICAN",2016,"DONALD TRUMP",6763,10775,62.7656612529002
"2","ACADIA","REPUBLICAN",2020,"DONALD J TRUMP",22596,28425,79.4934036939314
"3","ACCOMACK","REPUBLICAN",2004,"GEORGE W. BUSH",7726,13356,57.8466606768494
"4","ADA","REPUBLICAN",2004,"GEORGE W. BUSH",94641,155002,61.0579218332667
"5","ADAIR","REPUBLICAN",2016,"DONALD TRUMP",19915,28783,69.1901469617483
"6","ADAMS","REPUBLICAN",2004,"GEORGE W. BUSH",160441,284640,56.3662872400225
"7","ADDISON","DEMOCRAT",2008,"BARACK OBAMA",13202,19238,68.6245971514711
"8","AIKEN","REPUBLICAN",2004,"GEORGE W. BUSH",39077,59492,65.6844617763733
"9","AITKIN","REPUBLICAN",2020,"DONALD J TRUMP",6258,10025,62.4239401496259
"10","ALACHUA","DEMOCRAT",2020,"JOSEPH R BIDEN JR",89704,142604,62.9042663599899
"11","ALAMANCE","REPUBLICAN",2000,"GEORGE W. BUSH",29305,47091,62.2305748444501
"12","ALAMEDA","DEMOCRAT",2020,"JOSEPH R BIDEN JR",617659,770070,80.2081628942823
"13","ALAMOSA","DEMOCRAT",2012,"BARACK OBAMA",3811,6715,56.7535368577811
"14","ALBANY","DEMOCRAT",2020,"JOSEPH R BIDEN JR",108566,173471,62.584524214422
"15","ALBEMARLE","DEMOCRAT",2016,"HILLARY CLINTON",33345,56726,58.7825688396855
"16","ALCONA","REPUBLICAN",2020,"DONALD J TRUMP",4848,7064,68.6296715741789
"17","ALCORN","REPUBLICAN",2020,"DONALD J TRUMP",12818,15793,81.1625403659849
"18","ALEXANDER","REPUBLICAN",2016,"DONALD TRUMP",15389,21117,72.8749348865843
"19","ALEXANDRIA","DEMOCRAT",2016,"HILLARY CLINTON",57242,75770,75.5470502837535
"20","ALEXANDRIA CITY","DEMOCRAT",2020,"JOSEPH R BIDEN JR",66240,247563,26.7568255353183
"21","ALFALFA","REPUBLICAN",2016,"DONALD TRUMP",1933,2258,85.6067316209035
"22","ALGER","REPUBLICAN",2020,"DONALD J TRUMP",3014,5128,58.7753510140406
"23","ALLAMAKEE","REPUBLICAN",2016,"DONALD TRUMP",4093,6923,59.1217680196447
"24","ALLEGAN","REPUBLICAN",2004,"GEORGE W. BUSH",34022,53907,63.1123972767915
"25","ALLEGANY","REPUBLICAN",2016,"DONALD TRUMP",33795,49346,68.4857941879788
"26","ALLEGHANY","REPUBLICAN",2016,"DONALD TRUMP",8688,12640,68.7341772151899
"27","ALLEGHENY","DEMOCRAT",2020,"JOSEPH R BIDEN JR",429065,719733,59.6144681430475
"28","ALLEN","REPUBLICAN",2004,"GEORGE W. BUSH",128807,201043,64.0693781927249
"29","ALLENDALE","DEMOCRAT",2012,"BARACK OBAMA",3297,4163,79.1976939706942
"30","ALPENA","REPUBLICAN",2020,"DONALD J TRUMP",10686,16969,62.9736578466616
"31","ALPINE","DEMOCRAT",2020,"JOSEPH R BIDEN JR",476,741,64.2375168690958
"32","AMADOR","REPUBLICAN",2004,"GEORGE W. BUSH",10479,16879,62.0830617927602
"33","AMELIA","REPUBLICAN",2016,"DONALD TRUMP",4708,7040,66.875
"34","AMHERST","REPUBLICAN",2016,"DONALD TRUMP",9719,15396,63.1267861782281
"35","AMITE","REPUBLICAN",2020,"DONALD J TRUMP",4503,7196,62.5764313507504
"36","ANDERSON","REPUBLICAN",2016,"DONALD TRUMP",99322,142113,69.8894541667546
"37","ANDREW","REPUBLICAN",2020,"DONALD J TRUMP",7255,9752,74.3949958982773
"38","ANDREWS","REPUBLICAN",2004,"GEORGE W. BUSH",3837,4536,84.5899470899471
"39","ANDROSCOGGIN","DEMOCRAT",2008,"BARACK OBAMA",31017,54850,56.5487693710119
"40","ANGELINA","REPUBLICAN",2020,"DONALD J TRUMP",25076,34574,72.5284896164748
"41","ANNE ARUNDEL","REPUBLICAN",2004,"GEORGE W. BUSH",133231,239667,55.5900478580697
"42","ANOKA","REPUBLICAN",2004,"GEORGE W. BUSH",91853,174066,52.7690646076775
"43","ANSON","DEMOCRAT",2012,"BARACK OBAMA",7019,11256,62.3578535891969
"44","ANTELOPE","REPUBLICAN",2020,"DONALD J TRUMP",3093,3583,86.3243092380687
"45","ANTRIM","REPUBLICAN",2016,"DONALD TRUMP",8469,13582,62.3545869533206
"46","APACHE","DEMOCRAT",2000,"AL GORE",13025,19456,66.9459292763158
"47","APPANOOSE","REPUBLICAN",2016,"DONALD TRUMP",4033,6136,65.7268578878748
"48","APPLING","REPUBLICAN",2016,"DONALD TRUMP",5494,7012,78.3513976041072
"49","APPOMATTOX","REPUBLICAN",2016,"DONALD TRUMP",5715,8011,71.3394083135688
"50","ARANSAS","REPUBLICAN",2020,"DONALD J TRUMP",9239,12290,75.1749389747762
"51","ARAPAHOE","DEMOCRAT",2020,"JOSEPH R BIDEN JR",213607,350183,60.998677834161
"52","ARCHER","REPUBLICAN",2020,"DONALD J TRUMP",4300,4796,89.6580483736447
"53","ARCHULETA","REPUBLICAN",2000,"GEORGE W. BUSH",2988,4758,62.7994955863808
"54","ARENAC","REPUBLICAN",2020,"DONALD J TRUMP",5928,8831,67.1271656664024
"55","ARKANSAS","REPUBLICAN",2016,"DONALD TRUMP",3826,6212,61.5904700579524
"56","ARLINGTON","DEMOCRAT",2016,"HILLARY CLINTON",92016,121356,75.8231978641353
"57","ARMSTRONG","REPUBLICAN",2020,"DONALD J TRUMP",28524,37482,76.1005282535617
"58","AROOSTOOK","REPUBLICAN",2020,"DONALD J TRUMP",21080,36210,58.2159624413146
"59","ARTHUR","REPUBLICAN",2020,"DONALD J TRUMP",260,284,91.5492957746479
"60","ASCENSION","REPUBLICAN",2008,"JOHN MCCAIN",31239,46571,67.0782246462391
"61","ASHE","REPUBLICAN",2016,"DONALD TRUMP",9412,13424,70.1132300357569
"62","ASHLAND","REPUBLICAN",2020,"DONALD J TRUMP",23248,35162,66.1168306694727
"63","ASHLEY","REPUBLICAN",2016,"DONALD TRUMP",5338,8083,66.0398366942967
"64","ASHTABULA","REPUBLICAN",2020,"DONALD J TRUMP",26890,44147,60.9101411194419
"65","ASOTIN","REPUBLICAN",2000,"GEORGE W. BUSH",4909,7985,61.477770820288
"66","ASSUMPTION","REPUBLICAN",2020,"DONALD J TRUMP",7271,11235,64.7174009790832
"67","ATASCOSA","REPUBLICAN",2020,"DONALD J TRUMP",12039,18118,66.4477315376973
"68","ATCHISON","REPUBLICAN",2020,"DONALD J TRUMP",7105,10254,69.2900331577921
"69","ATHENS","DEMOCRAT",2008,"BARACK OBAMA",20722,31098,66.6345102578944
"70","ATKINSON","REPUBLICAN",2016,"DONALD TRUMP",1878,2610,71.9540229885058
"71","ATLANTIC","DEMOCRAT",2000,"AL GORE",52880,91102,58.0448288731312
"72","ATOKA","REPUBLICAN",2016,"DONALD TRUMP",4084,5018,81.3870067756078
"73","ATTALA","REPUBLICAN",2004,"GEORGE W. BUSH",4882,7945,61.4474512271869
"74","AUDRAIN","REPUBLICAN",2020,"DONALD J TRUMP",7732,10656,72.5600600600601
"75","AUDUBON","REPUBLICAN",2016,"DONALD TRUMP",2136,3412,62.6025791324736
"76","AUGLAIZE","REPUBLICAN",2020,"DONALD J TRUMP",20798,25777,80.6843309927455
"77","AUGUSTA","REPUBLICAN",2004,"GEORGE W. BUSH",22100,29704,74.4007541071909
"78","AURORA","REPUBLICAN",2020,"DONALD J TRUMP",1052,1405,74.8754448398576
"79","AUSTIN","REPUBLICAN",2012,"MITT ROMNEY",9265,11649,79.5347240106447
"80","AUTAUGA","REPUBLICAN",2004,"GEORGE W. BUSH",15196,20081,75.6735222349485
"81","AVERY","REPUBLICAN",2016,"DONALD TRUMP",6298,8249,76.3486483210086
"82","AVOYELLES","REPUBLICAN",2020,"DONALD J TRUMP",12028,17292,69.558177191765
"83","BACA","REPUBLICAN",2020,"DONALD J TRUMP",1867,2225,83.9101123595506
"84","BACON","REPUBLICAN",2016,"DONALD TRUMP",3364,4020,83.681592039801
"85","BAILEY","REPUBLICAN",2004,"GEORGE W. BUSH",1882,2412,78.0265339966832
"86","BAKER","REPUBLICAN",2016,"DONALD TRUMP",17287,22853,75.6443355358159
"87","BALDWIN","REPUBLICAN",2012,"MITT ROMNEY",73605,101576,72.4629833819012
"88","BALLARD","REPUBLICAN",2020,"DONALD J TRUMP",3356,4225,79.4319526627219
"89","BALTIMORE","DEMOCRAT",2012,"BARACK OBAMA",220322,384782,57.2589154378323
"90","BALTIMORE CITY","DEMOCRAT",2012,"BARACK OBAMA",221478,254005,87.1943465679809
"91","BAMBERG","DEMOCRAT",2012,"BARACK OBAMA",4624,6882,67.1897704155769
"92","BANDERA","REPUBLICAN",2016,"DONALD TRUMP",8163,10218,79.8884321785085
"93","BANKS","REPUBLICAN",2016,"DONALD TRUMP",6134,6975,87.9426523297491
"94","BANNER","REPUBLICAN",2016,"DONALD TRUMP",357,402,88.8059701492537
"95","BANNOCK","REPUBLICAN",2004,"GEORGE W. BUSH",21479,34843,61.6450937060529
"96","BARAGA","REPUBLICAN",2020,"DONALD J TRUMP",2512,4038,62.2090143635463
"97","BARBER","REPUBLICAN",2020,"DONALD J TRUMP",2014,2342,85.9948761742101
"98","BARBOUR","REPUBLICAN",2020,"DONALD J TRUMP",10738,17195,62.4483861587671
"99","BARNES","REPUBLICAN",2020,"DONALD J TRUMP",3568,5565,64.115004492363
"100","BARNSTABLE","DEMOCRAT",2020,"JOSEPH R BIDEN JR",91994,151512,60.7173029199007
"101","BARNWELL","REPUBLICAN",2000,"GEORGE W. BUSH",4521,8276,54.6278395360077
"102","BARREN","REPUBLICAN",2020,"DONALD J TRUMP",14654,20055,73.0690600847669
"103","BARRON","REPUBLICAN",2020,"DONALD J TRUMP",15803,25346,62.3490886135879
"104","BARROW","REPUBLICAN",2004,"GEORGE W. BUSH",13520,17727,76.2678400180516
"105","BARRY","REPUBLICAN",2020,"DONALD J TRUMP",35896,51503,69.6969108595616
"106","BARTHOLOMEW","REPUBLICAN",2004,"GEORGE W. BUSH",19093,28515,66.9577415395406
"107","BARTON","REPUBLICAN",2020,"DONALD J TRUMP",13776,17207,80.0604405183937
"108","BARTOW","REPUBLICAN",2016,"DONALD TRUMP",29911,39550,75.6283185840708
"109","BASTROP","REPUBLICAN",2016,"DONALD TRUMP",16328,28454,57.3838476136923
"110","BATES","REPUBLICAN",2020,"DONALD J TRUMP",6597,8416,78.3864068441065
"111","BATH","REPUBLICAN",2016,"DONALD TRUMP",4630,6840,67.6900584795322
"112","BAXTER","REPUBLICAN",2016,"DONALD TRUMP",14682,19766,74.2790650612162
"113","BAY","REPUBLICAN",2020,"DONALD J TRUMP",99222,153279,64.732937975848
"114","BAYFIELD","DEMOCRAT",2008,"BARACK OBAMA",5972,9468,63.0756231516688
"115","BAYLOR","REPUBLICAN",2020,"DONALD J TRUMP",1494,1702,87.7790834312573
"116","BEADLE","REPUBLICAN",2020,"DONALD J TRUMP",4808,7081,67.9000141222991
"117","BEAR LAKE","REPUBLICAN",2012,"MITT ROMNEY",2489,2822,88.1998582565556
"118","BEAUFORT","REPUBLICAN",2004,"GEORGE W. BUSH",45763,74757,61.2156721109729
"119","BEAUREGARD","REPUBLICAN",2020,"DONALD J TRUMP",13575,16357,82.9919911964297
"120","BEAVER","REPUBLICAN",2016,"DONALD TRUMP",51998,88305,58.8845478738463
"121","BEAVERHEAD","REPUBLICAN",2000,"GEORGE W. BUSH",3113,4196,74.1897044804576
"122","BECKER","REPUBLICAN",2020,"DONALD J TRUMP",12438,19401,64.1100974176589
"123","BECKHAM","REPUBLICAN",2016,"DONALD TRUMP",6308,7552,83.5275423728814
"124","BEDFORD","REPUBLICAN",2016,"DONALD TRUMP",61697,81517,75.6860532158936
"125","BEE","REPUBLICAN",2020,"DONALD J TRUMP",6006,9420,63.7579617834395
"126","BELKNAP","REPUBLICAN",2004,"GEORGE W. BUSH",17920,32298,55.4833116601647
"127","BELL","REPUBLICAN",2004,"GEORGE W. BUSH",58857,90726,64.8733549368428
"128","BELMONT","REPUBLICAN",2020,"DONALD J TRUMP",23560,33088,71.2040618955513
"129","BELTRAMI","DEMOCRAT",2008,"BARACK OBAMA",12019,22236,54.0519877675841
"130","BEN HILL","REPUBLICAN",2016,"DONALD TRUMP",3739,5936,62.9885444743935
"131","BENEWAH","REPUBLICAN",2020,"DONALD J TRUMP",3878,4973,77.9810979288156
"132","BENNETT","REPUBLICAN",2000,"GEORGE W. BUSH",712,1116,63.7992831541219
"133","BENNINGTON","DEMOCRAT",2008,"BARACK OBAMA",12524,19129,65.4712739819123
"134","BENSON","DEMOCRAT",2008,"BARACK OBAMA",1569,2374,66.0909856781803
"135","BENT","REPUBLICAN",2020,"DONALD J TRUMP",1503,2274,66.0949868073879
"136","BENTON","REPUBLICAN",2004,"GEORGE W. BUSH",139577,236947,58.9064221112738
"137","BENZIE","REPUBLICAN",2016,"DONALD TRUMP",5539,10228,54.155260070395
"138","BERGEN","DEMOCRAT",2020,"JOSEPH R BIDEN JR",285967,495849,57.6721945592307
"139","BERKELEY","REPUBLICAN",2004,"GEORGE W. BUSH",53397,86722,61.5726113327645
"140","BERKS","DEMOCRAT",2008,"BARACK OBAMA",97047,179896,53.9461688975853
"141","BERKSHIRE","DEMOCRAT",2012,"BARACK OBAMA",48843,64486,75.7420215240517
"142","BERNALILLO","DEMOCRAT",2020,"JOSEPH R BIDEN JR",193757,317590,61.0085330142637
"143","BERRIEN","REPUBLICAN",2004,"GEORGE W. BUSH",44993,80263,56.0569627350087
"144","BERTIE","DEMOCRAT",2012,"BARACK OBAMA",6695,10123,66.136520794231
"145","BEXAR","DEMOCRAT",2020,"JOSEPH R BIDEN JR",448452,770818,58.1787140414469
"146","BIBB","DEMOCRAT",2012,"BARACK OBAMA",40787,73138,55.767179851787
"147","BIENVILLE","REPUBLICAN",2020,"DONALD J TRUMP",3891,7050,55.1914893617021
"148","BIG HORN","REPUBLICAN",2020,"DONALD J TRUMP",7013,10568,66.3607115821347
"149","BIG STONE","REPUBLICAN",2020,"DONALD J TRUMP",1863,2974,62.6429051782112
"150","BILLINGS","REPUBLICAN",2020,"DONALD J TRUMP",541,635,85.1968503937008
"151","BINGHAM","REPUBLICAN",2004,"GEORGE W. BUSH",12734,16564,76.877565805361
"152","BLACK HAWK","DEMOCRAT",2008,"BARACK OBAMA",39184,64775,60.4924739482825
"153","BLACKFORD","REPUBLICAN",2020,"DONALD J TRUMP",3841,5351,71.7809755185947
"154","BLADEN","DEMOCRAT",2000,"AL GORE",5889,10908,53.987898789879
"155","BLAINE","DEMOCRAT",2008,"BARACK OBAMA",9703,18013,53.8666518625437
"156","BLAIR","REPUBLICAN",2016,"DONALD TRUMP",39135,54909,71.272468994154
"157","BLANCO","REPUBLICAN",2016,"DONALD TRUMP",4212,5685,74.089709762533
"158","BLAND","REPUBLICAN",2016,"DONALD TRUMP",2573,3139,81.9687798661994
"159","BLECKLEY","REPUBLICAN",2016,"DONALD TRUMP",3719,4974,74.7687977482911
"160","BLEDSOE","REPUBLICAN",2020,"DONALD J TRUMP",4725,5758,82.0597429663078
"161","BLOUNT","REPUBLICAN",2016,"DONALD TRUMP",60302,77796,77.512982672631
"162","BLUE EARTH","DEMOCRAT",2008,"BARACK OBAMA",19325,35070,55.1040775591674
"163","BOISE","REPUBLICAN",2020,"DONALD J TRUMP",3485,4820,72.3029045643154
"164","BOLIVAR","DEMOCRAT",2012,"BARACK OBAMA",10582,15428,68.5895773917553
"165","BOLLINGER","REPUBLICAN",2020,"DONALD J TRUMP",5167,5983,86.3613571786729
"166","BON HOMME","REPUBLICAN",2020,"DONALD J TRUMP",2235,3001,74.4751749416861
"167","BOND","REPUBLICAN",2020,"DONALD J TRUMP",5625,8145,69.060773480663
"168","BONNER","REPUBLICAN",2020,"DONALD J TRUMP",18369,27335,67.1995610023779
"169","BONNEVILLE","REPUBLICAN",2004,"GEORGE W. BUSH",30048,38871,77.3018445627846
"170","BOONE","REPUBLICAN",2004,"GEORGE W. BUSH",121496,205446,59.1376809477916
"171","BORDEN","REPUBLICAN",2020,"DONALD J TRUMP",397,416,95.4326923076923
"172","BOSQUE","REPUBLICAN",2020,"DONALD J TRUMP",7469,9126,81.8430856892395
"173","BOSSIER","REPUBLICAN",2012,"MITT ROMNEY",34988,48562,72.0481034553766
"174","BOTETOURT","REPUBLICAN",2016,"DONALD TRUMP",13375,18739,71.3752067879823
"175","BOTTINEAU","REPUBLICAN",2020,"DONALD J TRUMP",2575,3471,74.1861135119562
"176","BOULDER","DEMOCRAT",2020,"JOSEPH R BIDEN JR",159089,206111,77.1860793455953
"177","BOUNDARY","REPUBLICAN",2020,"DONALD J TRUMP",4937,6313,78.2037066370981
"178","BOURBON","REPUBLICAN",2020,"DONALD J TRUMP",11213,16319,68.7113180954715
"179","BOWIE","REPUBLICAN",2016,"DONALD TRUMP",24924,34602,72.0305184671406
"180","BOWMAN","REPUBLICAN",2020,"DONALD J TRUMP",1395,1657,84.188292094146
"181","BOX BUTTE","REPUBLICAN",2020,"DONALD J TRUMP",4002,5181,77.2437753329473
"182","BOX ELDER","REPUBLICAN",2012,"MITT ROMNEY",17101,19408,88.1131492168178
"183","BOYD","REPUBLICAN",2016,"DONALD TRUMP",14574,21610,67.4409995372513
"184","BOYLE","REPUBLICAN",2012,"MITT ROMNEY",7703,12373,62.256526307282
"185","BRACKEN","REPUBLICAN",2020,"DONALD J TRUMP",3398,4244,80.0659754948162
"186","BRADFORD","REPUBLICAN",2020,"DONALD J TRUMP",31934,43791,72.9236601128086
"187","BRADLEY","REPUBLICAN",2016,"DONALD TRUMP",31932,42319,75.4554691746024
"188","BRANCH","REPUBLICAN",2020,"DONALD J TRUMP",14064,20536,68.4846123880016
"189","BRANTLEY","REPUBLICAN",2016,"DONALD TRUMP",5567,6301,88.3510553880336
"190","BRAXTON","REPUBLICAN",2020,"DONALD J TRUMP",4120,5664,72.7401129943503
"191","BRAZORIA","REPUBLICAN",2004,"GEORGE W. BUSH",63662,93248,68.2717055593686
"192","BRAZOS","REPUBLICAN",2000,"GEORGE W. BUSH",32864,46941,70.0112907692635
"193","BREATHITT","REPUBLICAN",2020,"DONALD J TRUMP",4265,5661,75.3400459282812
"194","BRECKINRIDGE","REPUBLICAN",2020,"DONALD J TRUMP",7701,10197,75.5222124154163
"195","BREMER","DEMOCRAT",2008,"BARACK OBAMA",6940,12871,53.9196643617435
"196","BREVARD","REPUBLICAN",2016,"DONALD TRUMP",181848,314752,57.7750101667344
"197","BREWSTER","REPUBLICAN",2004,"GEORGE W. BUSH",1980,3760,52.6595744680851
"198","BRISCOE","REPUBLICAN",2020,"DONALD J TRUMP",639,725,88.1379310344828
"199","BRISTOL","DEMOCRAT",2000,"AL GORE",152395,240888,63.2638404569758
"200","BRISTOL CITY","REPUBLICAN",2020,"DONALD J TRUMP",5347,23442,22.8094872451156
"201","BROADWATER","REPUBLICAN",2020,"DONALD J TRUMP",3173,4097,77.4469123749085
"202","BRONX","DEMOCRAT",2012,"BARACK OBAMA",334600,370894,90.2144548037984
"203","BROOKE","REPUBLICAN",2020,"DONALD J TRUMP",7545,10656,70.8051801801802
"204","BROOKINGS","REPUBLICAN",2004,"GEORGE W. BUSH",7662,13375,57.2859813084112
"205","BROOKS","DEMOCRAT",2000,"AL GORE",3950,6982,56.574047550845
"206","BROOME","DEMOCRAT",2008,"BARACK OBAMA",47204,88718,53.2067900538786
"207","BROOMFIELD","DEMOCRAT",2020,"JOSEPH R BIDEN JR",29077,46632,62.3541773889175
"208","BROWARD","DEMOCRAT",2000,"AL GORE",387703,575143,67.4098441604957
"209","BROWN","REPUBLICAN",2020,"DONALD J TRUMP",138621,230916,60.0309203346672
"210","BRULE","REPUBLICAN",2020,"DONALD J TRUMP",1750,2490,70.281124497992
"211","BRUNSWICK","REPUBLICAN",2016,"DONALD TRUMP",45766,76020,60.2025782688766
"212","BRYAN","REPUBLICAN",2016,"DONALD TRUMP",21007,28991,72.4604187506468
"213","BUCHANAN","REPUBLICAN",2016,"DONALD TRUMP",34126,55158,61.8695384169114
"214","BUCKINGHAM","REPUBLICAN",2016,"DONALD TRUMP",3950,7295,54.1466758053461
"215","BUCKS","DEMOCRAT",2008,"BARACK OBAMA",179031,332923,53.7754976375919
"216","BUENA VISTA","REPUBLICAN",2016,"DONALD TRUMP",6333,10685,59.2700046794572
"217","BUENA VISTA CITY","REPUBLICAN",2020,"DONALD J TRUMP",1863,8328,22.3703170028818
"218","BUFFALO","REPUBLICAN",2020,"DONALD J TRUMP",21657,31954,67.7755523565125
"219","BULLITT","REPUBLICAN",2020,"DONALD J TRUMP",30708,41964,73.1770088647412
"220","BULLOCH","REPUBLICAN",2004,"GEORGE W. BUSH",12252,19171,63.9090292629492
"221","BULLOCK","DEMOCRAT",2012,"BARACK OBAMA",4061,5322,76.3059000375799
"222","BUNCOMBE","DEMOCRAT",2008,"BARACK OBAMA",69716,123795,56.3156831859122
"223","BUREAU","REPUBLICAN",2020,"DONALD J TRUMP",10411,17434,59.7166456349662
"224","BURKE","REPUBLICAN",2016,"DONALD TRUMP",31624,49323,64.1161324331448
"225","BURLEIGH","REPUBLICAN",2004,"GEORGE W. BUSH",26577,38814,68.4727160302983
"226","BURLESON","REPUBLICAN",2020,"DONALD J TRUMP",6743,8609,78.3250087118132
"227","BURLINGTON","DEMOCRAT",2008,"BARACK OBAMA",131219,221414,59.2640935080889
"228","BURNET","REPUBLICAN",2012,"MITT ROMNEY",12843,16796,76.4646344367707
"229","BURNETT","REPUBLICAN",2020,"DONALD J TRUMP",6462,10141,63.7215264766788
"230","BURT","REPUBLICAN",2020,"DONALD J TRUMP",2580,3731,69.1503618332887
"231","BUTLER","REPUBLICAN",2004,"GEORGE W. BUSH",211480,320585,65.9669042531622
"232","BUTTE","REPUBLICAN",2000,"GEORGE W. BUSH",49398,88870,55.5845617193654
"233","BUTTS","REPUBLICAN",2016,"DONALD TRUMP",6717,9514,70.6012192558335
"234","CABARRUS","REPUBLICAN",2004,"GEORGE W. BUSH",40780,60824,67.0459029330527
"235","CABELL","REPUBLICAN",2016,"DONALD TRUMP",19850,33085,59.9969774822427
"236","CACHE","REPUBLICAN",2012,"MITT ROMNEY",35039,42293,82.8482254746648
"237","CADDO","REPUBLICAN",2004,"GEORGE W. BUSH",60783,117002,51.9503940103588
"238","CALAVERAS","REPUBLICAN",2004,"GEORGE W. BUSH",13601,22306,60.9746256612571
"239","CALCASIEU","REPUBLICAN",2020,"DONALD J TRUMP",55066,82663,66.6150514740573
"240","CALDWELL","REPUBLICAN",2016,"DONALD TRUMP",44873,63391,70.7876512438674
"241","CALEDONIA","DEMOCRAT",2008,"BARACK OBAMA",8900,14728,60.4291146116241
